cuisines,count
"Italian, Pizza, Seafood, Mediterranean, European, Sardinian, Southern-Italian",90
"Venezuelan, South American",90
"Italian, Pizza, European, Central European",90
"Mediterranean, Portuguese",90
"Bar, Pub, European",90
"Pizza, Cafe, Fast food",90
"Pizza, Mediterranean, Italian",90
"German, Pizza",90
"Italian, European, Romanian",89
"Deli, Cafe",89
"Italian, German, Mediterranean",89
"Cafe, Deli, Healthy",89
"Japanese, Asian, Chinese",88
"Swiss, European",88
"Grill, French",88
"British, International",88
"Steakhouse, Mediterranean",88
"International, British",88
"French, Steakhouse, Barbecue",87
"Italian, Mediterranean, Greek",87
"Cafe, Mediterranean, European, Spanish",87
"Pizza, Neapolitan, Campania, Southern-Italian",87
"Fast food, German",87
"Cafe, International, European",86
"Asian, Sushi",86
"Fast food, European, Portuguese",86
"Japanese, Sushi, Seafood, Asian",86
"Italian, European, Hungarian",86
"Bar, Pub, Cafe",86
"Steakhouse, Barbecue, Grill",86
"Italian, Seafood, European, Mediterranean",86
"Austrian, Cafe, European, Central European",86
"Indian, Balti, Bangladeshi",86
"Indian, Nepalese",86
"Bar, Cafe, Mediterranean, Spanish, Pub",86
"Asian, Thai, Healthy",86
"Fast food, Diner",86
"Mediterranean, Barbecue, European, Portuguese",85
"French, European, Healthy, Gastropub",85
"Chinese, Japanese, Sushi",85
"French, Gastropub, European",85
"French, Fast food, European",85
"International, European, Portuguese",85
"European, Pub",85
"Italian, European, Seafood",84
"Italian, Pizza, Seafood, Mediterranean, Lombard, Northern-Italian",84
"German, Dutch, European",84
"Turkish, Grill",84
"European, Eastern European, Romanian",84
"Japanese, Asian, Korean",84
"European, Portuguese, Grill",84
"Bar, Spanish, Mediterranean",84
"Dutch, European, French",84
"Barbecue, Italian",83
"Italian, Cafe, Wine Bar",83
"Mediterranean, European, International",83
"Spanish, Steakhouse, Mediterranean",83
"Bar, International",83
"Mediterranean, European, Portuguese, International",83
Argentinian,83
"Asian, Thai, Street Food",83
"German, European, Diner",83
"American, Cafe, Fast food",83
"German, Bar, European, Pub, Central European",82
"Fast food, British, Scottish",82
"European, Central European, International",82
"Asian, Cambodian",82
"Italian, French, Dutch, European, Asian",82
"Mediterranean, European, Healthy, Portuguese",82
"French, Steakhouse, European, Grill",82
"Contemporary, French",81
"Italian, Seafood, Mediterranean, European, Neapolitan, Campania, Southern-Italian",81
"Sushi, Chinese",81
"American, Fast food, Barbecue",81
"Italian, Pizza, European, Neapolitan, Campania, Southern-Italian",81
"Italian, Belgian, European",81
"Chinese, Asian, Fusion",81
"Dutch, European, Healthy",81
"Mediterranean, Egyptian",81
"French, European, Deli",80
"Italian, Steakhouse, Mediterranean, Barbecue",80
"Italian, Pizza, Brew Pub",80
"Indian, Asian, Healthy",80
"Fast food, Deli",80
Canadian,80
"Italian, Pizza, Seafood, Mediterranean, Emilian, Northern-Italian",79
"Dutch, European, Central European",79
"Italian, Bar, Mediterranean, Pub",79
"Italian, Pizza, Fast food, European",79
"Japanese, Japanese Fusion",79
"European, Seafood",79
"French, Bar, Gastropub",79
"Dutch, European, Bar, Pub",78
"Steakhouse, Spanish, Grill",78
"International, Fusion",78
"French, Fast food, Street Food",78
"Chinese, Japanese, Seafood, Sushi, Asian, Middle Eastern",78
"Mediterranean, Italian, European",78
"Turkish, Greek",78
"Spanish, Pub",78
"International, Mediterranean, European",78
"Bar, British, Grill, Pub",78
"Italian, Pizza, Turkish",78
"French, Belgian",78
"Philippine, Asian",77
"Indian, Healthy",77
"German, Brew Pub, Pub",77
"Austrian, Central European",77
"Asian, Vietnamese, Chinese, Thai",77
Croatian,77
"Italian, German, Austrian, European",77
"Italian, American, Fast food",77
"Bar, British, Gastropub",77
"German, European, Central European, International",77
"Portuguese, French, European",77
"British, Seafood",77
"Cafe, British, International",76
"Gastropub, French, European",76
"American, Mediterranean",76
"French, Turkish",76
"Portuguese, Barbecue, European",76
"Chinese, Thai, Vietnamese",76
"Italian, Mexican",76
"Italian, Pizza, Emilian, Northern-Italian",76
"French, European, Dining bars",76
"European, Croatian, Central European",75
"Seafood, European, Spanish",75
"Greek, Diner",75
"Italian, Bar, Cafe, Mediterranean",75
"Bar, Cafe, Italian",75
"French, Pizza, Fast food",75
"Pizza, Greek",75
"Pizza, Pub",75
"Healthy, Street Food",75
"Spanish, Deli",75
"Italian, Mediterranean, Contemporary",75
"European, Belgian",75
"Middle Eastern, Mediterranean",74
"Cafe, German, European",74
"Italian, German, International",74
"Pizza, European, Italian",74
"Irish, Bar, British, Pub",74
"French, Mediterranean, European, Gastropub",74
"Mexican, Central American",74
"Italian, Barbecue, Steakhouse",74
"Pub, Italian",74
"European, Grill",74
"Wine Bar, European",74
"British, Grill",74
"Seafood, European, Croatian",74
Swedish,74
"Seafood, Dutch, European",74
"Italian, Pizza, Healthy",73
"Italian, Seafood, Mediterranean, Emilian, Northern-Italian",73
"Chinese, Japanese, Sushi, Asian, Thai",73
"Swedish, European",73
"Japanese, Fast food, Sushi, Asian",73
"Sushi, Asian, Chinese",73
"Italian, Mediterranean, Wine Bar, Tuscan, Central-Italian",73
"Italian, Cafe, Mediterranean, European",73
"French, African",73
"Japanese, Sushi, Asian, Korean",73
"American, Polish, European",73
"Seafood, British, Scottish",73
"South American, Colombian",73
"French, European, Belgian",73
"Greek, Seafood, European",73
"Steakhouse, Mediterranean, Barbecue, European, Spanish",73
"Japanese, Asian, Fusion",72
"Mediterranean, Spanish, Steakhouse",72
"Asian, Thai, Fusion",72
"Italian, Mediterranean, European, Sicilian, Southern-Italian",72
"Steakhouse, Mediterranean, Barbecue, Greek",72
"French, Gastropub, Pub",72
"Mediterranean, Spanish, Barbecue",72
"Bar, Mediterranean, Pub",72
"International, Contemporary",72
"Italian, Mediterranean, Barbecue, Romana, Lazio, Central-Italian",72
"Turkish, Middle Eastern, Mediterranean",72
"Cafe, European, Spanish",72
"Mediterranean, Greek, International",72
"Seafood, Mediterranean, European, Healthy, Portuguese",72
"Asian, Japanese, Sushi",72
"Scandinavian, European",71
"Pizza, International",71
"Bar, European, Portuguese",71
"Italian, Romana, Lazio, Central-Italian, Mediterranean",71
"French, Mediterranean, Spanish",71
"Italian, Mediterranean, Soups",71
"Fast food, Seafood, British",71
"Italian, Cafe, Sicilian, Southern-Italian",71
"European, Italian, Mediterranean",71
"French, European, Bar",71
"French, Italian, Pizza",70
"Italian, American, Pizza, Fast food",70
"Fast food, Soups",70
"Seafood, European, Dutch",70
"British, Healthy",70
"Italian, European, French",70
"Mediterranean, Catalan",70
"Steakhouse, Argentinian, South American",70
"Italian, Mediterranean, European, Seafood",70
"Bar, British, Pub, International, Gastropub",70
"Italian, Wine Bar, Mediterranean",70
"Italian, Bar, Pub, Wine Bar",69
"French, Seafood, Mediterranean, European, Healthy",69
"French, Fast food, Healthy",69
"Mediterranean, Greek, Seafood, European",69
"Chinese, Sushi, Asian, Japanese",69
"Italian, Emilian, Northern-Italian, Mediterranean",69
"Italian, Mediterranean, European, Spanish",69
"Italian, Cafe, Fast food",69
"Spanish, Argentinian, South American",69
"Bar, Cafe, Spanish",69
"Pizza, Italian, Seafood",69
"Mediterranean, European, French",69
"Mediterranean, Barbecue",69
"American, Pizza, Fast food",68
"Sushi, Asian, Thai",68
"German, Brew Pub",68
"Indian, Nepalese, Asian",68
"Italian, Pub, Gastropub",68
"Brew Pub, Bar, Cafe, Pub",68
"Seafood, Fast food, British, Scottish",68
"European, Healthy, Portuguese",68
"Seafood, International",68
"European, Fusion",68
"Indian, Pizza",68
"Italian, Pizza, European, Portuguese",67
"Pizza, Italian, Mediterranean, Neapolitan, Campania, Southern-Italian",67
"Spanish, Cafe, Mediterranean",67
"Bar, Wine Bar",67
"Italian, Pizza, Wine Bar",67
"Indian, Balti, Asian, Eastern European",67
"Bar, European, British, Scottish",67
"Italian, Pizza, Mediterranean, European, Spanish",67
"Asian, Malaysian",67
"German, Austrian, Central European, European",67
"German, International, Mediterranean",67
"Japanese, Asian, Chinese, Sushi",67
"Seafood, European, Croatian, Mediterranean",67
"Italian, Cafe, Deli",67
"Czech, European, Central European",67
"Seafood, European, Swedish, Scandinavian",67
"Steakhouse, Spanish, Barbecue",66
"Brazilian, Barbecue",66
"Asian, Chinese, Thai, Vietnamese",66
"Peruvian, Latin, Spanish, South American",66
"Barbecue, Portuguese, European",66
"German, Cafe, Healthy",66
"Chinese, Japanese, Asian, Thai",66
"Dutch, European, Seafood, International",66
"Mediterranean, Greek, Barbecue",66
"Healthy, Hawaiian",66
"Mediterranean, Barbecue, Turkish, Middle Eastern",66
"Brew Pub, Bar, Pub, Wine Bar",65
"Italian, Pizza, Seafood, European, Mediterranean",65
"Italian, Pizza, Seafood, Mediterranean, European, Tuscan, Central-Italian",65
Danish,65
"French, European, Contemporary, Gastropub",65
"Italian, Polish, Pizza, European",65
Korean,65
"Peruvian, Latin",65
"Irish, Bar, European",65
"Indian, Bangladeshi, Asian",65
"Mediterranean, Grill",65
"Austrian, Pizza, European",64
"Sushi, Vietnamese",64
"Italian, Lombard, Northern-Italian, Mediterranean",64
"Italian, Bar, Fast food, Pub",64
"Italian, Cafe, Bar",64
"Seafood, Mediterranean, Spanish, Healthy",64
"Cafe, Pub, Gastropub",64
"Bar, Cafe, British, Pub",64
"French, Italian, European",64
"Japanese, Asian, Thai",64
"German, European, Gastropub, Central European",64
"Romana, Lazio, Central-Italian",64
"Italian, Pizza, Spanish",64
"Italian, European, Czech",64
"Bar, European, Spanish",64
"Greek, Barbecue",64
"Cafe, International, Healthy",64
"Italian, International, European",64
"International, Italian",64
"European, Dutch, International",64
"Austrian, International, European, Central European",64
"Bar, Cafe, Pub, Gastropub",64
"Bar, British, Grill",63
"Japanese, Seafood, Sushi, Asian, Chinese",63
"Irish, British",63
"French, Mexican",63
"Cafe, Dining bars",63
"Cafe, Portuguese",63
"Italian, Brew Pub, Pub",63
"Italian, Mediterranean, Southern-Italian",63
"Irish, Seafood, European",63
"Bar, Mediterranean, European, Spanish, Pub",63
"Italian, Seafood, Mediterranean, European, Healthy",63
"Seafood, Croatian, Mediterranean, European",63
"Barbecue, French",63
"Spanish, Mediterranean, Healthy",62
"Italian, American, Pizza, Diner",62
"Greek, Fast food",62
"Healthy, Soups",62
"German, Deli",62
"Italian, Pizza, Seafood, Mediterranean, European, Lombard, Northern-Italian",62
"Cafe, Mediterranean, European",62
"International, Cafe",62
"Cafe, Fast food, European",62
"Italian, Mediterranean, Northern-Italian, Central-Italian, Southern-Italian",62
"Pub, Brew Pub",62
"Portuguese, European, Grill",62
"Seafood, Healthy",62
"Greek, Seafood, Mediterranean, European",62
"Japanese, Seafood, Sushi",62
"Bar, Cafe, Pub, Italian",62
"Asian, Vietnamese, Healthy",61
"Bar, Pub, Brew Pub",61
"German, Bar, Cafe, Pub",61
"German, Italian",61
"Austrian, Central European, German, European",61
"Greek, Healthy",61
"American, Steakhouse, Barbecue, European",61
"Cafe, European, Czech",60
"Chinese, Vietnamese, Asian",60
"Seafood, European, Spanish, Mediterranean",60
"Steakhouse, International",60
"Cafe, Turkish",60
"Chinese, Asian, Taiwanese",60
"Seafood, Mediterranean, European, Croatian, Central European",60
"Dutch, Cafe",60
"Cafe, American",60
"Seafood, Italian, Pizza",60
Hungarian,60
"Eastern European, Armenian",60
"Cafe, European, Swedish, Scandinavian",60
"Cafe, Fast food, Street Food",60
"Bar, Seafood, British, Pub",60
"British, Deli",60
"Chinese, Indian",60
"Pizza, Italian, Neapolitan, Campania, Southern-Italian",60
"Italian, Steakhouse, Pizza",60
"Italian, Bar, Cafe, Pub, Wine Bar",60
"Pizza, British",59
"Bar, European, Pub, Czech, Central European",59
"Asian, Chinese, Thai",59
"Pizza, Barbecue",59
"Seafood, Mediterranean, Portuguese, European",59
"European, Hungarian, Central European",59
"Cafe, British, Healthy, Soups",59
"Mediterranean, Seafood",59
"Asian, Chinese, Japanese, Vietnamese",59
"Middle Eastern, Turkish",59
"Italian, Seafood, Mediterranean, European, Soups",59
"French, Cafe, Healthy",59
"French, Belgian, Bar, European, Pub",59
"American, Greek",59
"Italian, Diner",59
"Dutch, European, Grill",59
"Grill, Portuguese",59
"Japanese, Sushi, Asian, Japanese Fusion",59
"Italian, American, German",59
"Italian, Pizza, Mediterranean, Grill",59
"Pizza, Fast food, Grill",58
"French, European, Diner",58
"Cafe, European, Scandinavian, Danish",58
"Indian, Fast food, Asian, Bangladeshi",58
"European, Austrian, Central European",58
"Italian, Pizza, Seafood, Mediterranean, European, Ligurian, Northern-Italian",58
"Brazilian, Barbecue, South American",58
"Greek, Steakhouse",58
"Pizza, Mediterranean, Spanish",58
Japanese Fusion,58
"International, Mediterranean, Greek",58
"Mediterranean, Spanish, Bar",58
"Greek, Mediterranean, Barbecue",58
"Italian, European, Wine Bar",58
"Italian, Bar, Barbecue, Pub",58
"American, Bar, European",58
"Cafe, Spanish, Mediterranean",58
"Seafood, European, Scandinavian, Danish",58
"Mediterranean, European, Spanish, Grill",58
"American, Deli",58
"French, Mediterranean, European, Wine Bar",58
"Italian, Indian, Pizza",58
"Belgian, Dutch, Seafood, European",58
"Pizza, Seafood, Mediterranean",58
"Italian, Seafood, International, Mediterranean",58
"Indian, Middle Eastern",58
"Italian, Barbecue, Tuscan, Central-Italian",58
"Cafe, European, International",57
"Dutch, Fast food",57
"Spanish, Steakhouse, Barbecue",57
"Thai, Vietnamese, Asian",57
"Mediterranean, International",57
"Barbecue, European",57
"Asian, Indian",57
"European, Bar, Pub",57
"Italian, French, Spanish",57
"Romanian, European",57
"Spanish, Mediterranean, Barbecue",57
"French, European, British",57
"Pizza, Middle Eastern",57
"Chinese, Japanese, Seafood, Sushi, Asian, Fusion",57
"Italian, Barbecue, Lombard, Northern-Italian",57
"Mediterranean, Italian, Pizza, European",57
"Bar, Pizza, Cafe, Pub",57
"Asian, Thai, Chinese",57
"Bar, Cafe, Pub, Diner",57
"Wine Bar, French, European",57
"Asian, Chinese, Sushi",57
"Mediterranean, Spanish, Cafe",57
"German, Turkish",57
"Pizza, Southern-Italian",56
"Italian, Pizza, Mediterranean, European, Tuscan, Central-Italian",56
"Fast food, Indian",56
"Asian, Bangladeshi",56
"French, Mediterranean, European, Spanish",56
"Barbecue, Greek",56
"German, Diner, Wine Bar",56
"Asian, Chinese, Fast food",56
"Italian, Pizza, Greek",56
"Belgian, European, Seafood",56
"Indian, Grill",56
"Italian, Bar, European, Pub",56
"Italian, Pizza, Bar, Pub",56
"Austrian, European, German",56
"Asian, Vietnamese, Street Food",56
"Chinese, Asian, Thai, Vietnamese, Cambodian",56
"French, European, Seafood",56
"Bar, Spanish, Mediterranean, Pub",56
"Italian, Seafood, Mediterranean, Wine Bar",56
"Seafood, Greek, Grill",56
"Italian, Pizza, Mediterranean, Healthy",56
"Italian, Mediterranean, International",56
"Japanese, Seafood, Sushi, Asian, Soups",56
"Contemporary, Healthy",56
"Mediterranean, European, Healthy",56
"Croatian, Mediterranean, European",56
"French, European, Healthy, Contemporary",55
"Chinese, Japanese, Sushi, Asian, Middle Eastern",55
"Irish, Bar, Pub, European",55
"Mediterranean, European, Portuguese, Wine Bar",55
"Asian, Sri Lankan",55
"Italian, Pub, Bar",55
"Italian, Bar, Pizza, Cafe, Pub",55
"Italian, Seafood, Mediterranean, Barbecue, European",55
"Spanish, British",55
"Spanish, International, Mediterranean",55
"Cafe, Fast food, Healthy",55
"German, Bar, European, Pub",55
"Bar, Cafe, Mediterranean, European, Spanish",55
"International, Grill",55
"Fast food, Italian, Pizza",55
"French, Mediterranean, European, Grill",55
"Hungarian, European, Central European",55
"Italian, International, Mediterranean, European",55
"American, Fast food, Grill",55
"Cafe, Scottish, British",55
"French, Spanish, Wine Bar",54
"Mediterranean, British",54
"Bar, European, Czech, Eastern European, Central European",54
"Italian, Bar, Mediterranean",54
"Dutch, European, Bar",54
"Cafe, Healthy, Soups",54
"Seafood, European, Greek",54
"Italian, Bar, Cafe, Mediterranean, Pub",54
"European, International, Central European",54
"Indian, Asian, Middle Eastern, Pakistani",54
"Seafood, European, British",54
"Croatian, German, European",54
